eventTime,eventLat,eventLon,eventDepths,eventMag,magUnit,eventDescrp
2013-04-18T10:39:39.020000Z,38.4288,45.4421,8.1,5.0,MW,ARMENIA-AZERBAIJAN-IRAN BORD REG
2013-03-01T17:54:41.610000Z,-10.9787,165.079,31.0,5.0,mb,SANTA CRUZ ISLANDS
2013-12-10T06:38:11.720000Z,-61.3526,153.9661,10.0,5.0,MW,BALLENY ISLANDS REGION
2013-04-18T08:23:01.050000Z,-62.4305,-161.6042,10.0,5.0,MW,PACIFIC-ANTARCTIC RIDGE
2013-10-02T01:13:18.670000Z,11.056,57.5974,19.0,5.0,mb,OWEN FRACTURE ZONE REGION
2013-11-25T03:00:55.260000Z,-52.395,13.3512,10.0,5.0,MW,SOUTHWEST OF AFRICA
2013-07-22T12:32:57.710000Z,-35.3008,54.0647,10.0,5.0,MW,SOUTH INDIAN OCEAN
2013-02-20T22:53:38.200000Z,-25.4111,70.0106,21.0,5.0,MW,MID-INDIAN RIDGE
2013-04-19T19:59:25.340000Z,39.6513,143.3852,7.9,5.0,mb,"OFF EAST COAST OF HONSHU, JAPAN"
2013-01-12T13:36:52.120000Z,-62.4905,-158.431,10.0,5.0,MW,PACIFIC-ANTARCTIC RIDGE
2013-05-28T06:59:47.170000Z,-36.1713,178.3254,216.2,5.0,MW,"OFF E. COAST OF N. ISLAND, N.Z."
2013-05-19T08:21:32.050000Z,-15.6288,-13.197,10.0,5.0,MW,SOUTHERN MID-ATLANTIC RIDGE
2013-01-08T18:55:40.090000Z,52.4101,-170.5642,58.5,5.0,MW,"FOX ISLANDS, ALEUTIAN ISLANDS"
2013-05-21T09:46:51.040000Z,-60.709,152.926,10.0,5.0,MW,WEST OF MACQUARIE ISLAND
2013-09-02T03:44:56.010000Z,-5.873,-11.5973,10.0,5.0,MW,ASCENSION ISLAND REGION
2013-02-08T05:29:36.890000Z,-11.3406,165.6626,24.0,5.0,MW,SANTA CRUZ ISLANDS
2013-02-08T11:54:04.520000Z,-10.992,165.8954,10.0,5.0,mb,SANTA CRUZ ISLANDS
2013-02-19T22:15:07.470000Z,-10.9402,165.9299,10.0,5.0,mb,SANTA CRUZ ISLANDS
2013-02-08T11:25:37.980000Z,-11.0803,166.0198,10.0,5.0,mb,SANTA CRUZ ISLANDS
2013-12-12T22:52:18.110000Z,45.2304,148.289,19.5,5.0,MW,KURIL ISLANDS
2013-03-01T17:26:17.200000Z,-11.6743,164.8657,34.0,5.0,mb,SANTA CRUZ ISLANDS REGION
2013-12-31T08:36:30.590000Z,-15.6958,-172.8801,29.0,5.0,MW,SAMOA ISLANDS REGION
2013-05-19T19:51:25.890000Z,52.2347,160.5131,36.9,5.0,mb,OFF EAST COAST OF KAMCHATKA
2013-09-02T21:00:55.960000Z,-4.7162,153.1632,56.8,5.0,MW,"NEW IRELAND REGION, P.N.G."
2013-01-15T09:20:21.770000Z,-10.1573,66.6303,10.0,5.0,MW,MID-INDIAN RIDGE
2013-08-15T10:26:43.820000Z,-32.4985,-71.7497,19.2,5.0,mb,NEAR COAST OF CENTRAL CHILE
2013-01-09T06:22:00.250000Z,-1.9344,67.9886,31.3,5.0,MW,CARLSBERG RIDGE
2013-08-14T20:07:26.370000Z,-3.3218,100.3915,38.1,5.0,MW,"SOUTHERN SUMATRA, INDONESIA"
2013-11-28T06:59:36.020000Z,-55.4273,-29.7895,28.0,5.0,MW,SOUTH SANDWICH ISLANDS REGION
2013-01-15T23:58:58.430000Z,-1.5547,-15.5626,12.0,5.0,MW,NORTH OF ASCENSION ISLAND
2013-07-24T13:29:54.320000Z,-20.1646,-70.777,22.8,5.0,MW,NEAR COAST OF NORTHERN CHILE
2013-01-09T07:44:16.950000Z,29.7268,81.6978,15.5,5.0,mb,NEPAL
2013-10-03T19:49:56.540000Z,-14.1924,-14.1451,10.0,5.0,MW,SOUTHERN MID-ATLANTIC RIDGE
2013-05-26T12:25:12.160000Z,-1.9889,115.891,10.0,5.0,MW,BORNEO
2013-01-08T15:50:08.590000Z,15.2493,-104.9355,35.0,5.0,MW,"OFF COAST OF MICHOACAN, MEXICO"
2013-11-29T01:54:46.670000Z,28.8971,95.8336,19.1,5.0,mb,EASTERN XIZANG-INDIA BORDER REG.
2013-01-15T19:20:27.140000Z,16.5608,-98.3807,29.9,5.0,mb,"NEAR COAST OF GUERRERO, MEXICO"
2013-04-22T03:51:25.500000Z,44.0278,12.1152,50.8,5.0,mB,NORTHERN ITALY
2013-02-07T15:05:10.650000Z,-11.1089,165.668,30.0,5.0,mb,SANTA CRUZ ISLANDS
2013-09-04T02:39:35.790000Z,-31.5609,-178.757,35.0,5.0,mb,KERMADEC ISLANDS REGION
2013-01-12T09:15:11.660000Z,-2.0257,138.9605,29.0,5.0,mb,"IRIAN JAYA, INDONESIA"
2013-10-04T10:35:44.110000Z,-11.4934,121.7971,17.9,5.0,MW,"SOUTH OF TIMOR, INDONESIA"
2013-05-26T08:03:22.510000Z,-36.0454,-100.028,14.0,5.0,MW,SOUTHEAST OF EASTER ISLAND
2013-11-29T16:01:56.680000Z,13.1596,-89.1532,67.0,5.0,MW,EL SALVADOR
2013-02-08T20:03:40.720000Z,-10.7582,166.2056,10.0,4.9,mb,SANTA CRUZ ISLANDS
2013-07-25T02:24:22.940000Z,14.6928,55.7558,18.0,4.9,MW,OWEN FRACTURE ZONE REGION
2013-10-18T20:55:15.050000Z,-55.0228,-33.1034,10.0,4.9,mb,SOUTH GEORGIA ISLAND REGION
2013-11-11T13:54:05.840000Z,-24.3764,179.8611,517.0,4.9,mb,SOUTH OF FIJI ISLANDS
2013-12-13T20:35:44.370000Z,-6.3547,130.3813,150.0,4.9,mb,BANDA SEA
2013-08-24T11:32:34.030000Z,-21.6586,170.7553,150.0,4.9,MW,SOUTHEAST OF LOYALTY ISLANDS
2013-03-13T03:38:25.000000Z,-0.38,124.37,54.0,4.9,mB,SOUTHERN MOLUCCA SEA
2013-02-25T11:28:06.240000Z,-30.6451,59.6332,10.0,4.9,MW,SOUTHWEST INDIAN RIDGE
2013-01-04T17:28:15.250000Z,-11.287,165.666,35.0,4.9,mb,SANTA CRUZ ISLANDS
2013-01-11T12:38:23.340000Z,-2.083,68.192,15.0,4.9,MW,CARLSBERG RIDGE
2013-10-16T22:19:14.250000Z,9.9429,124.0593,35.3,4.9,mb,"MINDANAO, PHILIPPINES"
2013-06-28T10:18:50.150000Z,-36.2673,-110.5897,10.0,4.9,MW,SOUTHERN EAST PACIFIC RISE
2013-02-07T19:25:14.180000Z,-11.1563,165.855,10.0,4.9,mb,SANTA CRUZ ISLANDS
2013-05-15T23:46:28.870000Z,40.358,141.9259,19.0,4.9,mb,"NEAR EAST COAST OF HONSHU, JAPAN"
2013-06-11T17:07:19.100000Z,-57.6591,-23.6025,10.0,4.9,mb,SOUTH SANDWICH ISLANDS REGION
2013-09-09T03:28:35.760000Z,23.0281,95.7949,29.9,4.9,MW,MYANMAR
2013-01-23T04:18:17.890000Z,41.6447,123.0791,10.8,4.9,MW,NORTHEASTERN CHINA
2013-07-23T02:19:49.990000Z,2.5894,125.6137,150.0,4.9,MW,"TALAUD ISLANDS, INDONESIA"
2013-09-09T00:04:21.680000Z,36.6999,140.5803,17.5,4.9,mb,"NEAR EAST COAST OF HONSHU, JAPAN"
2013-11-17T09:30:02.630000Z,-60.751,-44.4433,10.0,4.9,mb,SCOTIA SEA
2013-04-10T01:00:23.220000Z,28.3035,51.6437,19.7,4.9,mb,SOUTHERN IRAN
2013-02-07T19:12:32.660000Z,-10.9528,165.7576,10.0,4.9,mb,SANTA CRUZ ISLANDS
2013-10-03T05:23:25.540000Z,-16.3772,177.4358,35.0,4.9,MW,FIJI ISLANDS
2013-03-12T20:05:07.410000Z,-6.7581,148.4173,58.2,4.9,MW,"NEW BRITAIN REGION, P.N.G."
2013-01-23T06:38:34.100000Z,-7.47,129.41,112.0,4.9,mB,BANDA SEA
2013-09-02T22:48:57.460000Z,51.3221,-178.2959,47.8,4.9,mb,"ANDREANOF ISLANDS, ALEUTIAN IS."
2013-01-06T15:51:21.290000Z,-54.8467,-129.722,10.0,4.9,MW,PACIFIC-ANTARCTIC RIDGE
2013-06-28T15:35:55.410000Z,10.6794,93.4608,110.7,4.9,MW,"ANDAMAN ISLANDS, INDIA REGION"
2013-05-19T17:47:25.990000Z,52.1598,160.4145,42.7,4.9,mb,OFF EAST COAST OF KAMCHATKA
2013-04-09T23:49:34.600000Z,-22.0676,170.1569,25.0,4.9,mb,SOUTHEAST OF LOYALTY ISLANDS
2013-10-30T12:22:20.310000Z,-18.6086,65.3143,15.0,4.9,MW,MAURITIUS - REUNION REGION
2013-02-07T19:09:05.910000Z,12.1336,143.7565,26.0,4.9,mb,SOUTH OF MARIANA ISLANDS
2013-05-21T13:51:14.620000Z,-45.5762,-76.5969,17.0,4.9,MW,OFF COAST OF SOUTHERN CHILE
2013-08-23T00:59:34.950000Z,-58.0645,-25.4686,51.5,4.9,mb,SOUTH SANDWICH ISLANDS REGION
2013-07-23T03:02:12.710000Z,37.1265,140.6903,15.2,4.9,MW,"EASTERN HONSHU, JAPAN"
2013-05-15T23:16:51.340000Z,-5.0139,144.6239,82.0,4.9,MW,"NEW GUINEA, PAPUA NEW GUINEA"
2013-12-19T03:05:07.840000Z,8.2761,-83.0212,41.0,4.9,mb,COSTA RICA
2013-11-25T00:40:41.740000Z,-7.9808,107.9241,70.8,4.9,MW,"JAVA, INDONESIA"
2013-02-09T12:29:00.640000Z,-11.0929,165.7287,30.0,4.9,MW,SANTA CRUZ ISLANDS
2013-06-30T01:04:22.630000Z,-0.6334,119.7502,45.0,4.9,MW,"MINAHASSA PENINSULA, SULAWESI"
2013-04-29T23:14:53.380000Z,4.0034,62.8805,10.0,4.9,MW,CARLSBERG RIDGE
2013-04-17T08:57:20.900000Z,34.0915,139.4935,18.0,4.9,mb,"NEAR S. COAST OF HONSHU, JAPAN"
2013-07-09T09:43:12.930000Z,23.5285,-44.8362,15.0,4.9,MW,NORTHERN MID-ATLANTIC RIDGE
2013-11-17T14:51:28.470000Z,-5.0245,144.5781,82.0,4.9,mb,"NEW GUINEA, PAPUA NEW GUINEA"
2013-08-17T23:45:40.560000Z,12.8761,-87.4154,172.0,4.9,MW,NEAR COAST OF NICARAGUA
2013-11-17T14:34:09.890000Z,-60.4089,-43.6312,10.0,4.9,mb,SCOTIA SEA
2013-11-17T14:24:49.100000Z,-60.4407,-45.0278,10.0,4.9,mb,SCOTIA SEA
2013-04-10T20:59:27.880000Z,20.7175,122.3077,43.3,4.9,mb,PHILIPPINE ISLANDS REGION
2013-11-17T14:04:18.380000Z,-60.4686,-43.3682,16.0,4.9,mb,SCOTIA SEA
2013-10-15T12:50:14.310000Z,-9.8104,114.8905,16.2,4.9,mb,"SOUTH OF BALI, INDONESIA"
2013-08-27T05:23:33.230000Z,15.5292,-47.3145,10.0,4.9,MW,NORTHERN MID-ATLANTIC RIDGE
2013-03-01T00:34:30.790000Z,-55.5006,-27.3939,10.0,4.9,mb,SOUTH SANDWICH ISLANDS REGION
2013-04-28T06:16:18.520000Z,-20.3833,67.7733,15.0,4.9,MW,MID-INDIAN RIDGE
2013-01-11T09:10:15.790000Z,13.3128,92.3371,41.3,4.9,mb,"ANDAMAN ISLANDS, INDIA REGION"
2013-12-14T01:41:15.130000Z,-2.8706,-80.6971,44.4,4.9,MW,NEAR COAST OF ECUADOR
2013-10-15T12:49:25.710000Z,-9.79,114.7613,50.1,4.9,mb,"SOUTH OF BALI, INDONESIA"
2013-07-09T11:35:06.030000Z,-30.4556,-177.6892,33.0,4.9,mb,"KERMADEC ISLANDS, NEW ZEALAND"
2013-04-17T08:23:37.450000Z,24.8057,123.1602,6.3,4.9,MW,"SOUTHWESTERN RYUKYU ISL., JAPAN"
2013-09-27T15:24:10.880000Z,-20.4004,-173.67,21.0,4.9,MW,TONGA ISLANDS
2013-06-11T11:59:35.090000Z,-6.8101,129.1353,221.6,4.9,mb,BANDA SEA
2013-04-25T22:22:59.220000Z,50.1151,157.9312,25.3,4.9,mb,KURIL ISLANDS
2013-11-04T16:00:47.350000Z,43.9293,147.486,53.3,4.9,mb,KURIL ISLANDS
2013-10-29T00:49:04.320000Z,-34.0926,-179.376,33.0,4.9,mB,SOUTH OF KERMADEC ISLANDS
2013-12-20T17:51:33.030000Z,10.5743,141.7703,35.0,4.9,mb,"W. CAROLINE ISLANDS, MICRONESIA"
2013-01-11T05:35:57.510000Z,-39.3208,173.6248,15.5,4.9,ML,"OFF W. COAST OF N. ISLAND, N.Z."
2013-06-09T13:29:05.660000Z,-5.5451,153.6387,43.0,4.9,mb,"NEW IRELAND REGION, P.N.G."
2013-07-29T04:05:19.050000Z,7.468,125.115,21.0,4.9,mb,"MINDANAO, PHILIPPINES"
2013-08-08T02:03:08.500000Z,6.7447,126.652,180.6,4.9,MW,"MINDANAO, PHILIPPINES"
2013-03-30T21:43:17.750000Z,40.4695,-126.1872,6.6,4.9,MW,OFF COAST OF NORTHERN CALIFORNIA
2013-08-08T01:56:48.500000Z,-47.3245,36.3554,10.0,4.9,mb,PRINCE EDWARD ISLANDS REGION
2013-07-17T22:15:43.690000Z,-16.4504,177.3595,24.0,4.9,MW,FIJI ISLANDS
2013-08-25T23:35:54.160000Z,7.6965,-74.9249,22.5,4.9,MW,NORTHERN COLOMBIA
2013-11-04T15:40:30.870000Z,-3.6181,140.4714,39.0,4.9,mb,"IRIAN JAYA, INDONESIA"
2013-04-25T22:32:52.020000Z,50.0472,157.7831,30.7,4.9,MW,KURIL ISLANDS
2013-02-26T09:32:17.840000Z,64.126,-149.3562,144.7,4.9,MW,CENTRAL ALASKA
2013-10-15T13:01:15.780000Z,9.9685,124.0722,17.4,4.9,mb,"MINDANAO, PHILIPPINES"
2013-02-07T15:59:59.610000Z,-11.0224,165.1475,31.0,4.9,mb,SANTA CRUZ ISLANDS
2013-01-15T13:15:51.240000Z,-23.7945,-115.2808,0.0,4.9,MW,SOUTHERN EAST PACIFIC RISE
2013-05-19T12:58:54.040000Z,19.0319,-66.8307,18.8,4.9,MW,PUERTO RICO REGION
2013-07-09T13:49:17.940000Z,32.6902,78.2044,35.0,4.9,MW,KASHMIR-XIZANG BORDER REGION
2013-05-29T14:38:03.890000Z,34.4081,-119.7972,19.7,4.9,MW,SOUTHERN CALIFORNIA
2013-09-08T04:59:29.550000Z,34.7787,25.0938,9.2,4.9,MW,"CRETE, GREECE"
2013-07-27T22:18:30.790000Z,-6.9047,131.8724,35.0,4.9,MW,"TANIMBAR ISLANDS REG., INDONESIA"
2013-05-29T02:31:50.480000Z,0.537,-83.7787,6.0,4.9,mB,OFF COAST OF ECUADOR
2013-01-22T20:49:55.490000Z,-31.0091,-177.5403,27.0,4.9,mb,KERMADEC ISLANDS REGION
2013-02-22T09:31:55.380000Z,67.6292,143.0406,10.0,4.9,MW,"EASTERN SIBERIA, RUSSIA"
2013-08-16T00:56:39.780000Z,13.6379,-91.7015,45.4,4.9,MW,NEAR COAST OF GUATEMALA
2013-02-08T08:15:01.590000Z,-10.98,165.3782,30.0,4.9,mb,SANTA CRUZ ISLANDS
2013-07-26T14:36:20.740000Z,-0.4333,99.2257,58.6,4.9,mb,"SOUTHERN SUMATRA, INDONESIA"
2013-11-17T10:48:50.820000Z,-60.278,-43.9032,10.0,4.9,mb,SCOTIA SEA
2013-12-18T14:46:09.010000Z,16.04,120.8242,31.0,4.9,MW,"LUZON, PHILIPPINES"
2013-04-03T22:42:15.940000Z,-12.64,-111.3187,10.0,4.9,MW,CENTRAL EAST PACIFIC RISE
2013-02-06T07:02:25.790000Z,-10.8702,164.2751,29.0,4.9,mb,SANTA CRUZ ISLANDS REGION
2013-11-04T05:57:15.680000Z,41.1412,-127.2208,9.7,4.9,MW,OFF COAST OF NORTHERN CALIFORNIA
2013-05-24T23:09:07.020000Z,52.3559,160.417,44.1,4.9,mb,OFF EAST COAST OF KAMCHATKA
2013-09-08T16:15:23.050000Z,-17.8955,167.4229,23.0,4.9,mb,VANUATU ISLANDS
2013-12-05T01:13:19.070000Z,53.4423,-163.4584,25.2,4.9,MW,"UNIMAK ISLAND REGION, ALASKA"
2013-02-06T03:55:32.130000Z,-10.8654,165.5923,30.0,4.9,mb,SANTA CRUZ ISLANDS
2013-12-11T18:23:02.010000Z,-10.1214,107.2088,35.0,4.9,MW,"SOUTH OF JAVA, INDONESIA"
2013-02-07T17:25:45.950000Z,-12.1158,165.2994,10.0,4.9,mb,SANTA CRUZ ISLANDS
2013-11-17T11:12:12.480000Z,-60.4157,-43.8055,10.0,4.9,mb,SCOTIA SEA
2013-10-16T19:26:23.220000Z,-47.3349,165.7976,14.2,4.9,mb,"OFF W. COAST OF S. ISLAND, N.Z."
2013-09-27T06:51:00.520000Z,26.0679,64.3007,10.0,4.9,MW,SOUTHWESTERN PAKISTAN
2013-01-30T13:25:32.430000Z,-52.2405,-5.3389,10.0,4.9,MW,SOUTHERN MID-ATLANTIC RIDGE
2013-08-28T03:17:48.180000Z,7.8537,-38.9463,10.0,4.9,mb,CENTRAL MID-ATLANTIC RIDGE
2013-02-06T15:52:22.440000Z,-11.3947,165.1816,24.0,4.9,mb,SANTA CRUZ ISLANDS
2013-12-31T21:32:02.990000Z,19.1106,120.2121,16.0,4.9,MW,PHILIPPINE ISLANDS REGION
2013-05-20T07:26:51.240000Z,5.9108,127.0901,111.4,4.9,mb,PHILIPPINE ISLANDS REGION
2013-06-29T11:35:38.970000Z,-55.5459,-26.8233,35.0,4.9,mb,SOUTH SANDWICH ISLANDS REGION
2013-03-16T17:24:54.020000Z,36.1603,141.8719,38.1,4.9,mb,"NEAR EAST COAST OF HONSHU, JAPAN"
2013-11-17T11:40:11.050000Z,62.335,-151.2041,83.1,4.9,mb,CENTRAL ALASKA
2013-02-06T14:41:09.850000Z,-11.7104,165.1783,34.0,4.9,mb,SANTA CRUZ ISLANDS
2013-11-17T11:38:58.130000Z,-60.4002,-44.8637,10.0,4.9,mb,SCOTIA SEA
2013-11-17T11:38:35.000000Z,-60.4324,-43.2385,18.0,4.9,mb,SCOTIA SEA
2013-02-11T06:17:09.540000Z,-11.0078,165.8678,10.0,4.9,MW,SANTA CRUZ ISLANDS
2013-05-29T04:35:19.070000Z,-5.0479,102.113,36.0,4.9,mb,"SOUTHERN SUMATRA, INDONESIA"
2013-05-11T04:37:43.130000Z,-18.7632,-173.3944,10.0,4.9,mb,TONGA ISLANDS
2013-02-02T03:39:51.530000Z,23.7515,122.0175,29.2,4.9,MW,TAIWAN REGION
2013-09-08T09:27:16.650000Z,9.0555,126.2381,67.0,4.9,MW,"MINDANAO, PHILIPPINES"
2013-11-16T19:39:16.890000Z,-60.2804,-46.575,10.0,4.9,mb,SCOTIA SEA
2013-02-08T08:03:36.000000Z,-11.1031,165.75,12.5,4.9,MW,SANTA CRUZ ISLANDS
2013-01-27T15:54:08.390000Z,-58.6033,-25.1179,28.0,4.9,mb,SOUTH SANDWICH ISLANDS REGION
2013-11-03T07:25:58.310000Z,2.8085,67.0014,10.0,4.9,MW,CARLSBERG RIDGE
2013-12-20T03:04:36.050000Z,14.2552,93.0291,40.7,4.9,MW,"ANDAMAN ISLANDS, INDIA REGION"
2013-01-25T19:43:03.970000Z,49.621,155.8641,74.5,4.9,mb,KURIL ISLANDS
2013-08-06T16:13:54.540000Z,31.5167,86.5786,10.0,4.9,MW,XIZANG
2013-10-15T00:18:51.880000Z,9.9852,124.1924,10.0,4.9,mb,"MINDANAO, PHILIPPINES"
2013-01-25T23:37:02.990000Z,-23.5456,43.6027,23.6,4.9,MW,MADAGASCAR
2013-05-01T07:00:24.760000Z,-32.4055,-69.4113,116.9,4.9,mb,"MENDOZA PROVINCE, ARGENTINA"
2013-09-10T15:09:26.790000Z,-20.1617,66.25,10.0,4.9,MW,MAURITIUS - REUNION REGION
2013-02-22T22:19:51.880000Z,-36.1608,-99.9602,14.0,4.9,MW,SOUTHEAST OF EASTER ISLAND
2013-02-06T06:37:02.020000Z,-12.8081,165.1673,0.0,4.9,mb,SANTA CRUZ ISLANDS
2013-02-24T16:45:09.000000Z,-40.38,77.8,18.6,4.9,MW,MID-INDIAN RIDGE
2013-06-15T17:59:37.830000Z,12.0618,-87.0884,85.8,4.9,mb,NEAR COAST OF NICARAGUA
2013-04-02T12:56:23.040000Z,-40.2942,45.412,10.0,4.9,MW,SOUTHWEST INDIAN RIDGE
2013-10-15T00:31:24.080000Z,9.8458,123.9933,10.0,4.9,mb,"NEGROS, PHILIPPINES"
2013-08-20T03:40:58.460000Z,-11.6651,-14.0239,7.0,4.9,MW,ASCENSION ISLAND REGION
2013-11-03T06:53:51.400000Z,-23.6471,-112.6806,10.0,4.9,MW,EASTER ISLAND REGION
2013-10-05T10:04:12.130000Z,5.751,126.678,99.0,4.9,mb,"MINDANAO, PHILIPPINES"
2013-02-06T10:27:29.830000Z,-10.8626,164.717,29.0,4.9,mb,SANTA CRUZ ISLANDS REGION
2013-08-16T05:17:42.180000Z,-15.2183,-173.3426,30.0,4.9,mb,TONGA ISLANDS
2013-10-15T01:07:35.670000Z,9.9534,124.1572,6.9,4.9,mb,"MINDANAO, PHILIPPINES"
2013-10-05T08:57:24.160000Z,51.5821,-173.1636,27.3,4.9,MW,"ANDREANOF ISLANDS, ALEUTIAN IS."
2013-02-14T15:09:04.610000Z,67.6075,142.6127,10.0,4.9,mb,"EASTERN SIBERIA, RUSSIA"
2013-06-25T17:14:46.110000Z,-4.0339,-103.2798,10.0,4.9,MW,CENTRAL EAST PACIFIC RISE
2013-09-11T01:16:19.180000Z,-35.8922,-106.04,15.0,4.9,MW,SOUTHERN EAST PACIFIC RISE
2013-12-13T05:29:40.930000Z,-6.8988,102.5652,35.0,4.9,mb,"SOUTHWEST OF SUMATRA, INDONESIA"
2013-06-26T05:48:46.080000Z,9.358,91.2404,24.0,4.9,MW,"NICOBAR ISLANDS, INDIA REGION"
2013-04-30T03:57:05.160000Z,-28.5914,-70.3681,95.9,4.9,mb,CENTRAL CHILE
2013-08-01T14:52:47.500000Z,-9.2685,-109.8638,0.0,4.9,MW,CENTRAL EAST PACIFIC RISE
2013-09-02T06:55:08.330000Z,12.2327,143.3332,27.0,4.9,MW,SOUTH OF MARIANA ISLANDS
2013-03-25T00:02:12.860000Z,51.7997,-168.9206,48.1,4.9,MW,"FOX ISLANDS, ALEUTIAN ISLANDS"
2013-01-25T05:50:13.960000Z,-3.4865,149.1444,19.0,4.9,MW,BISMARCK SEA
2013-06-15T16:28:56.310000Z,34.3019,25.0482,20.4,4.9,mb,"CRETE, GREECE"
2013-08-01T16:39:58.110000Z,49.5049,156.1798,48.3,4.9,MW,KURIL ISLANDS
2013-07-15T20:10:32.960000Z,-10.7395,162.1491,35.0,4.9,mb,SOLOMON ISLANDS
2013-11-01T10:36:49.110000Z,9.887,124.32,8.0,4.9,mb,"MINDANAO, PHILIPPINES"
2013-11-01T16:19:25.160000Z,-3.6157,151.0089,35.0,4.9,MW,"NEW IRELAND REGION, P.N.G."
2013-10-14T18:29:46.370000Z,-3.8408,141.3537,54.0,4.9,mb,"NEW GUINEA, PAPUA NEW GUINEA"
2013-10-14T19:08:32.900000Z,-20.0853,66.3869,16.0,4.9,MW,MAURITIUS - REUNION REGION
2013-09-18T00:27:45.730000Z,38.7052,142.331,40.4,4.9,MW,"NEAR EAST COAST OF HONSHU, JAPAN"
2013-05-22T06:36:38.430000Z,52.8464,160.1235,50.2,4.9,mb,OFF EAST COAST OF KAMCHATKA
2013-10-14T20:12:30.740000Z,-33.1226,179.3147,33.0,4.9,ML,SOUTH OF KERMADEC ISLANDS
2013-05-26T16:00:56.270000Z,36.7441,5.2478,17.2,4.9,MW,NORTHERN ALGERIA
2013-12-02T09:07:36.800000Z,-25.2898,69.8947,19.0,4.9,MW,INDIAN OCEAN TRIPLE JUNCTION
2013-04-02T08:56:48.220000Z,-23.5346,-179.6674,554.3,4.9,mb,SOUTH OF FIJI ISLANDS
2013-02-14T15:14:55.450000Z,67.5503,142.6932,9.7,4.9,mb,"EASTERN SIBERIA, RUSSIA"
2013-06-16T06:26:12.740000Z,-19.3589,167.8124,26.0,4.9,mb,VANUATU ISLANDS REGION
2013-09-24T15:12:21.890000Z,27.0825,65.5137,10.0,4.9,mb,PAKISTAN
2013-04-18T17:59:48.750000Z,15.6273,-87.1779,5.9,4.9,MW,HONDURAS
2013-02-26T03:14:43.120000Z,-27.3538,-71.4349,26.7,4.9,mb,NEAR COAST OF NORTHERN CHILE
2013-11-13T01:21:54.520000Z,-43.1082,40.6823,10.0,4.9,MW,PRINCE EDWARD ISLANDS REGION
2013-02-06T06:12:27.610000Z,-11.43,165.4397,24.0,4.9,mb,SANTA CRUZ ISLANDS
2013-01-26T23:16:00.260000Z,-50.1564,120.3841,10.0,4.9,MW,WESTERN INDIAN-ANTARCTIC RIDGE
2013-07-21T22:04:00.010000Z,-60.4258,-26.211,20.0,4.9,MW,SOUTH SANDWICH ISLANDS REGION
2013-03-02T03:54:16.820000Z,-32.1485,-178.0325,24.0,4.9,mb,SOUTH OF KERMADEC ISLANDS
2013-06-16T21:42:40.440000Z,34.2625,25.2701,25.0,4.9,mb,"CRETE, GREECE"
2013-12-28T09:57:52.750000Z,20.6911,146.7288,34.0,4.9,MW,MARIANA ISLANDS REGION
2013-04-02T17:47:00.990000Z,-19.7115,-177.7685,550.0,4.9,mb,FIJI ISLANDS REGION
2013-11-12T15:58:35.370000Z,-6.0191,146.2686,100.0,4.9,mb,"EASTERN NEW GUINEA REG., P.N.G."
2013-06-16T21:47:36.200000Z,34.3387,25.1512,32.4,4.9,mb,"CRETE, GREECE"
2013-10-17T16:54:21.310000Z,40.7228,143.7924,26.8,4.9,MW,"OFF EAST COAST OF HONSHU, JAPAN"
2013-07-15T09:09:36.590000Z,2.3058,-84.4185,35.0,4.9,MW,OFF COAST OF CENTRAL AMERICA
2013-09-26T02:32:10.810000Z,57.4117,-32.808,15.0,4.9,MW,REYKJANES RIDGE
2013-09-17T10:39:26.700000Z,-14.6405,166.7849,29.4,4.9,MW,VANUATU ISLANDS
2013-04-02T19:13:25.030000Z,-60.7355,-24.1969,10.0,4.9,mb,SOUTH SANDWICH ISLANDS REGION
2013-12-22T13:39:56.640000Z,20.8027,146.6952,29.7,4.9,mb,MARIANA ISLANDS REGION
2013-03-06T21:57:06.250000Z,-30.7999,-177.8401,35.0,4.9,mb,"KERMADEC ISLANDS, NEW ZEALAND"
2013-10-17T15:57:48.830000Z,-6.7197,154.8113,56.0,4.9,mb,SOLOMON ISLANDS
2013-11-12T16:30:29.590000Z,37.6535,68.1633,22.0,4.9,mb,AFGHANISTAN-TAJIKISTAN BORD REG.
2013-06-17T04:01:55.670000Z,-34.1804,-179.3096,33.0,4.9,mB,SOUTH OF KERMADEC ISLANDS
2013-05-11T22:23:04.410000Z,26.5932,57.7434,10.0,4.9,mb,SOUTHERN IRAN
2013-05-11T21:51:31.520000Z,26.6074,57.7959,10.0,4.9,mb,SOUTHERN IRAN
2013-02-22T21:51:41.220000Z,-30.6583,178.5145,33.0,4.9,ML,KERMADEC ISLANDS REGION
2013-10-15T01:55:29.700000Z,9.7775,124.0147,16.8,4.9,mb,"MINDANAO, PHILIPPINES"
2013-04-20T01:02:56.580000Z,30.2714,102.9473,10.0,4.9,mb,"SICHUAN, CHINA"
2013-07-15T14:02:31.240000Z,19.277,-70.1391,24.6,4.9,mb,DOMINICAN REPUBLIC REGION
2013-08-05T15:02:56.010000Z,-19.5891,169.1017,104.0,4.9,MW,VANUATU ISLANDS
2013-12-05T11:42:55.000000Z,-56.43,-143.16,17.8,4.9,MW,PACIFIC-ANTARCTIC RIDGE
