#Network|Station|Latitude|Longitude|Elevation|SiteName|StartTime|EndTime
II|UOSS|24.9453|56.2042|284.4|Univ. of Sharjah, Sharjah, United Arab Emirates|2009-05-07T00:00:00|
II|WRAB|-19.9336|134.36|366.0|Tennant Creek, NT, Australia|1994-03-27T00:00:00|
II|XPFO|33.6107|-116.4555|1280.0|Pinon Flat, California, USA|2007-06-26T00:00:00|
IP|PCAL|40.030899|-8.0718|474.0|Cha de Alvares|2010-04-07T00:00:00|
IU|ADK|51.8823|-176.6842|130.0|Adak, Aleutian Islands, Alaska|2009-07-19T00:00:00|
IU|AFI|-13.9085|-171.7827|706.0|Afiamalu, Samoa|2010-02-23T00:00:00|
IU|ANMO|34.94591|-106.4572|1820.0|Albuquerque, New Mexico, USA|2008-06-30T20:00:00|
IU|ANTO|39.868|32.7934|1090.0|Ankara, Turkey|2010-07-23T00:00:00|
IU|BBSR|32.371299|-64.696299|30.0|Bermuda Institute of Ocean Sciences, St George's Bermuda|2008-08-01T00:00:00|
IU|BILL|68.0653|166.4531|320.0|Bilibino, Russia|2009-07-03T00:00:00|2014-11-16T00:00:00
IU|CASY|-66.2792|110.5354|10.0|Casey, Antarctica|2012-01-20T00:00:00|
IU|CCM|38.0557|-91.2446|222.0|Cathedral Cave, Missouri, USA|2011-07-14T00:00:00|
IU|CHTO|18.8141|98.9443|420.0|Chiang Mai, Thailand|2009-09-19T14:35:27|
IU|COLA|64.873599|-147.8616|200.0|College Outpost, Alaska, USA|2009-07-09T00:00:00|
IU|COR|44.5855|-123.3046|110.0|Corvallis, Oregon, USA|2009-09-26T00:00:00|
IU|CTAO|-20.0882|146.2545|357.0|Charters Towers, Australia|2011-04-29T03:00:00|2019-02-04T00:00:00
IU|DAV|7.0697|125.5791|151.0|Davao, Philippines|2011-07-27T00:00:00|
IU|DWPF|28.1103|-81.4327|30.0|Disney Wilderness Preserve, Florida, USA|2010-09-24T00:00:00|
IU|FUNA|-8.5259|179.1966|20.0|Funafuti, Tuvalu|2011-01-12T00:00:00|
IU|FURI|8.8952|38.6798|2570.0|Mt. Furi, Ethiopia|2012-10-26T00:00:00|
IU|GNI|40.148|44.741|1609.0|Garni, Armenia|2010-10-07T00:00:00|
IU|GUMO|13.5893|144.8684|170.0|Guam, Mariana Islands|2010-01-12T00:00:00|
IU|HKT|29.9618|-95.8384|-413.0|Hockley, Texas|2011-09-27T00:00:00|2018-01-26T16:50:00
IU|HNR|-9.4387|159.9475|100.0|Honiara, Solomon Islands|2010-04-24T00:00:00|
IU|HRV|42.5064|-71.5583|200.0|Adam Dziewonski Observatory (Oak Ridge), Massachusetts, USA|2008-09-22T00:00:00|
IU|JOHN|16.7329|-169.5292|2.0|Johnston Island, USA|2010-08-09T00:00:00|
IU|KBS|78.9154|11.9385|90.0|Ny-Alesund, Spitzbergen, Norway|2010-06-08T00:00:00|
IU|KEV|69.7565|27.0035|100.0|Kevo, Finland|2008-09-11T00:00:00|
IU|KIEV|50.7012|29.2242|180.0|Kiev, Ukraine|2009-07-30T00:00:00|2017-10-27T00:00:00
IU|KIP|21.42|-158.0112|110.0|Kipapa, Hawaii, USA|2010-08-18T00:00:00|
IU|KMBO|-1.1271|37.2525|1950.0|Kilima Mbogo, Kenya|2010-04-15T00:00:00|
IU|KNTN|-2.7744|-171.7186|20.0|Kanton, Kiritibati|2009-05-11T00:00:00|
IU|KONO|59.6491|9.5982|216.0|Kongsberg, Norway|2009-09-12T15:02:42|
IU|KOWA|14.4967|-4.014|321.0|Kowa, Mali|2011-05-27T00:00:00|
IU|LSZ|-15.2779|28.1882|1200.0|Lusaka, Zambia|2008-09-08T00:00:00|
IU|LVC|-22.6127|-68.9111|2960.0|Limon Verde, Chile|2009-04-10T00:00:00|
IU|MA2|59.5756|150.77|337.0|Magadan, Russia|2010-07-20T00:00:00|
IU|MAJO|36.54567|138.20406|405.0|Matsushiro, Japan|2009-11-07T12:00:00|
IU|MAKZ|46.808|81.977|600.0|Makanchi, Kazakhstan|2010-09-10T00:00:00|
IU|MBWA|-21.159|119.7313|190.0|Marble Bar, Western Australia|2011-05-09T07:00:00|
IU|MIDW|28.2156|-177.3698|20.0|Midway Island, USA|2009-07-30T00:00:00|2013-07-28T03:00:00
IU|NWAO|-32.9277|117.239|380.0|Narrogin, Australia|2011-04-30T02:00:00|
IU|OTAV|0.2376|-78.4508|3510.0|Otavalo, Ecuador|2009-04-01T00:00:00|
IU|PAB|39.5446|-4.3499|950.0|San Pablo, Spain|2009-08-14T00:00:00|
IU|PAYG|-0.6742|-90.2861|270.0|Puerto Ayora, Galapagos Islands|2010-05-05T00:00:00|
IU|PET|53.0233|158.6499|110.0|Petropavlovsk, Russia|2009-04-21T00:00:00|2014-08-05T23:00:00
IU|PMG|-9.4047|147.1597|90.0|Port Moresby, New Guinea|2010-04-16T00:00:00|
IU|PMSA|-64.7744|-64.0489|40.0|Palmer Station, Antarctica|2012-02-19T00:00:00|
IU|POHA|19.7573|-155.5326|1990.0|Pohakuloa, Hawaii, USA|2011-01-20T00:00:00|
IU|PTCN|-25.0713|-130.0953|220.0|Pitcairn Island, South Pacific|1996-12-29T00:00:00|2014-11-30T00:00:00
IU|PTGA|-0.7308|-59.9666|237.0|Pitinga, Brazil|2009-11-06T12:00:00|
IU|RAO|-29.245|-177.929|60.0|Raoul, Kermadec Islands|2013-05-17T21:00:00|
IU|RAR|-21.2125|-159.7733|28.0|Rarotonga, Cook Islands|2010-03-02T00:00:00|
IU|RCBR|-5.8274|-35.9014|400.0|Riachuelo, Brazil|2009-07-29T00:00:00|
IU|RSSD|44.1212|-104.0359|2090.0|Black Hills, South Dakota, USA|2009-09-09T00:00:00|
IU|SAML|-8.9489|-63.1831|120.0|Samuel, Brazil|2009-11-14T00:00:00|
IU|SBA|-77.8492|166.7572|50.0|Scott Base, Antarctica|2009-08-09T00:00:00|2014-12-04T00:00:00
IU|SDV|8.8839|-70.634|1620.0|Santo Domingo, Venezuela|2010-01-17T00:00:00|
IU|SFJD|66.9961|-50.62076|330.0|Sondre Stromfjord, Greenland|2008-09-20T00:00:00|
IU|SJG|18.1091|-66.15|420.0|San Juan, Puerto Rico|2010-04-16T00:00:00|
IU|SLBS|23.6858|-109.9443|825.0|Sierra la Laguna Baja California Sur, Mexico|2008-12-15T00:00:00|
IU|SNZO|-41.3087|174.7043|120.0|South Karori, New Zealand|2010-12-10T00:00:00|
IU|SSPA|40.6358|-77.8876|270.0|Standing Stone, Pennsylvania|2010-09-27T00:00:00|
IU|TARA|1.3549|172.9229|20.0|Tarawa Island, Republic of Kiribati|2009-11-13T00:10:27|
IU|TATO|24.9735|121.4971|160.0|Taipei, Taiwan|2009-09-22T13:56:41|
IU|TEIG|20.2263|-88.2763|40.0|Tepich, Yucatan, Mexico|2009-09-18T00:00:00|2014-10-30T00:00:00
IU|TIXI|71.6341|128.8667|40.0|Tiksi, Russia|2009-03-17T00:00:00|2014-09-21T00:00:00
IU|TRIS|-37.0681|-12.3152|60.0|Tristan da Cunha|2009-09-18T00:00:00|2016-03-18T00:00:00
IU|TRQA|-38.0568|-61.9787|540.0|Tornquist, Argentina|2009-05-19T20:00:00|
IU|TSUM|-19.2022|17.5838|1260.0|Tsumeb, Namibia|2008-09-16T10:00:00|
IU|TUC|32.3098|-110.7847|910.0|Tucson, Arizona|2009-05-28T19:40:00|
IU|ULN|47.8651|107.0532|1610.0|Ulaanbaatar, Mongolia|2009-09-18T00:00:00|2013-09-29T00:00:00
IU|WAKE|19.2834|166.652|20.0|Wake Island|2009-05-11T00:00:00|
IU|WCI|38.2289|-86.2939|210.0|Wyandotte Cave, Indiana, USA|2010-08-23T00:00:00|
IU|WVT|36.1297|-87.83|170.0|Waverly, Tennessee, USA|2011-01-23T00:00:00|
IU|YAK|62.031|129.6805|110.0|Yakutsk, Russia|2009-02-26T00:00:00|2013-05-28T00:00:00
IU|YSS|46.9587|142.7604|150.0|Yuzhno Sakhalinsk, Russia|2009-03-08T00:00:00|2013-10-22T00:00:00
IW|MFID|43.4151|-115.8278|1302.0|Near Browns Crk and Slater Flat Rd, Idaho, USA|2009-10-11T00:00:00|
KZ|BRVK|53.058|70.2828|315.0|Borovoye, Kazakstan|1994-07-27T00:00:00|
KZ|KURK|50.7154|78.6202|184.0|Kurchatov, Kazakhstan|1995-03-26T00:00:00|
LX|CDRO|38.6292|-28.6992|195.0|Faial Azores Portugal|2001-07-03T00:00:00|
MN|TNV|-74.699997|164.119995|40.0|Terra Nova Bay, Antarctica|1989-01-01T00:00:00|
NM|PLAL|34.982399|-88.0755|165.0|Pickwick Lake, AR|1998-03-01T00:00:00|
NM|SIUC|37.714802|-89.2174|120.0|Carbondale, IL|1999-02-25T00:00:00|
NM|SLM|38.636101|-90.236397|186.0|St. Louis, MO|1997-02-06T00:00:00|
NO|JMIC|70.986603|-8.5057|161.0|None|2003-10-02T00:00:00|
NO|SPA0|78.177711|16.36998|323.0|None|1992-11-06T00:00:00|
NO|SPB1|78.179558|16.3906|301.0|None|1992-11-06T00:00:00|
NO|SPB2|78.174217|16.384609|200.0|None|1992-11-06T00:00:00|
NO|SPB3|78.173721|16.3584|234.0|None|1992-11-06T00:00:00|
NO|SPB4|78.178909|16.34819|340.0|None|1992-11-06T00:00:00|
NO|SPB5|78.182312|16.368299|295.0|None|1992-11-06T00:00:00|
PI|EP00|34.0733|-106.9193|1430.0|PASSCAL_EAST_PIER_00|2009-06-05T22:50:47|
PI|SP00|34.074001|-106.918999|1430.0|Socorro,NM USA|2006-03-27T00:00:00|
PI|WP00|34.0733|-106.9193|1430.0|PASSCAL_WEST_PIER_00|2009-06-05T22:50:47|
PN|PURD|40.438|-86.946198|207.0|Purdue University, IN, US|1999-01-10T00:00:00|
TT|TATN|32.578701|10.5292|550.0|Tataouine, Tunisia, Africa|2010-01-01T00:00:00|
US|AAM|42.3012|-83.6567|172.0|Ann Arbor, Michigan, USA|1994-06-20T00:00:00|
US|ACSO|40.2319|-82.982|288.0|Alum Creek State Park, Ohio, USA|2000-05-14T00:00:00|
US|AGMN|48.2977|-95.8619|351.0|Agassiz National Wildlife Refuge, Minnesota, USA|2006-08-12T00:00:00|
US|AHID|42.7654|-111.1004|1960.0|Auburn Hatchery, Idaho, USA|1997-11-12T00:00:00|
US|AMTX|34.8837|-101.6808|1010.0|Amarillo, Texas, USA|2002-09-29T00:00:00|
US|BINY|42.1993|-75.9861|498.0|Binghamton, New York, USA|1993-08-17T00:00:00|
US|BLA|37.2113|-80.42049|634.0|Blacksburg, Virginia, USA|1994-06-24T00:00:00|
US|BMO|44.8525|-117.306|1154.0|Blue Mountains Array (Baker), Oregon, USA|2004-11-23T00:00:00|
US|BOZ|45.59697|-111.62967|1589.0|Bozeman, Montana, USA|1999-11-11T00:00:00|
US|BRAL|31.1687|-87.0506|61.0|Brewton, Alabama, USA|2006-06-15T00:00:00|
US|BW06|42.7667|-109.5583|2224.0|Boulder Array Site 6 (Pinedale Array Site 6), Wyoming, USA|1996-05-05T00:00:00|
US|CBKS|38.814|-99.7374|677.0|Cedar Bluff, Kansas, USA|1994-09-12T00:00:00|
US|CBN|38.2046|-77.3732|70.0|Corbin (Fredericksburg Observatory), Virginia, USA|2001-06-15T00:00:00|
US|CNNC|35.2393|-77.8901|29.0|Cliffs of the Neuse, North Carolina, USA|2006-06-25T00:00:00|2018-09-25T04:00:00
US|COWI|46.1003|-89.1369|523.3|Conover, Wisconsin, USA|2006-09-25T00:00:00|2019-09-14T01:15:00
US|DGMT|48.4702|-104.1959|646.0|Dagmar, Montana, USA|2003-07-17T00:00:00|
US|DUG|40.195|-112.8133|1477.0|Dugway, Tooele County, Utah, USA|1993-02-18T00:00:00|
US|ECSD|43.7337|-96.6141|478.0|EROS Data Center, Sioux Falls, South Dakota, USA|2006-05-17T00:00:00|
